1,0,0,0,0,0,0,0.83333,-0.82609,1,0.819,0.736,0.009434,0.27214
1,0,0,0,0,0,0,0.75,-0.73913,1,0.807,0.748,0.009434,0.28357
1,0,0,0,0,0,0,0.66667,-0.65217,1,0.797,0.776,0.009434,0.27571
1,0,0,0,0,0,0,0.58333,-0.56522,1,0.79,0.788,0.0095283,0.21714
1,0,0,0,0,0,0,0.5,-0.47826,1,0.789,0.796,0.0095283,0.20286
1,0,0,0,0,0,0,0.41667,-0.3913,1,0.785,0.808,0.0099057,0.13821
1,0,0,0,0,0,0,0.33333,-0.30435,1,0.787,0.828,0.054245,0.19071
1,0,0,0,0,0,0,0.25,-0.21739,1,0.802,0.836,0.21793,0.22107
1,0,0,0,0,0,0,0.16667,-0.13043,1,0.834,0.804,0.42141,0.26536
1,0,0,0,0,0,0,0.083333,-0.043478,1,0.865,0.712,0.55358,0.35464
1,0,0,0,0,0,0,0,0.043478,-1,0.889,0.624,0.69217,0.29893
1,0,0,0,0,0,0,0.083333,0.13043,-1,0.92,0.532,0.97642,0.26607
1,0,0,0,0,0,0,0.16667,0.21739,-1,0.933,0.488,0.64887,0.24286
1,0,0,0,0,0,0,0.25,0.30435,-1,0.945,0.456,0.68991,0.18571
1,0,0,0,0,0,0,0.33333,0.3913,-1,0.963,0.412,0.73453,0.20607
1,0,0,0,0,0,0,0.41667,0.47826,-1,0.97,0.4,0.56321,0.18143
1,0,0,0,0,0,0,0.5,0.56522,-1,0.97,0.392,0.34274,0.20179
1,0,0,0,0,0,0,0.58333,0.65217,-1,0.966,0.392,0.2267,0.22357
1,0,0,0,0,0,0,0.66667,0.73913,-1,0.952,0.416,0.051415,0.21536
1,0,0,0,0,0,0,0.75,0.82609,-1,0.928,0.452,0.0088679,0.15393
1,0,0,0,0,0,0,0.83333,0.91304,-1,0.904,0.54,0.0089623,0.19857
1,0,0,0,0,0,0,0.91667,1,-1,0.878,0.632,0.0090566,0.16857
0,1,0,0,0,0,0,1,-1,1,0.859,0.692,0.0090566,0.15536
0,1,0,0,0,0,0,0.91667,-0.91304,1,0.842,0.744,0.0093396,0.16286
0,1,0,0,0,0,0,0.83333,-0.82609,1,0.83,0.768,0.0093396,0.14571
0,1,0,0,0,0,0,0.75,-0.73913,1,0.817,0.796,0.009434,0.10786
0,1,0,0,0,0,0,0.66667,-0.65217,1,0.807,0.824,0.009434,0.21071
0,1,0,0,0,0,0,0.58333,-0.56522,1,0.802,0.848,0.0095283,0.23964
0,1,0,0,0,0,0,0.5,-0.47826,1,0.796,0.864,0.0095283,0.26357
0,1,0,0,0,0,0,0.41667,-0.3913,1,0.79,0.864,0.0098113,0.19
0,1,0,0,0,0,0,0.33333,-0.30435,1,0.79,0.864,0.06,0.11429
0,1,0,0,0,0,0,0.25,-0.21739,1,0.802,0.888,0.22528,0.19
0,1,0,0,0,0,0,0.16667,-0.13043,1,0.835,0.836,0.38047,0.25929
0,1,0,0,0,0,0,0.083333,-0.043478,1,0.871,0.716,0.60057,0.24857
0,1,0,0,0,0,0,0,0.043478,-1,0.899,0.608,0.7083,0.25036
0,1,0,0,0,0,0,0.083333,0.13043,-1,0.925,0.536,0.70689,0.13143
0,1,0,0,0,0,0,0.16667,0.21739,-1,0.946,0.464,0.87264,0.11643
0,1,0,0,0,0,0,0.25,0.30435,-1,0.956,0.424,0.56557,0.10179
0,1,0,0,0,0,0,0.33333,0.3913,-1,0.983,0.388,0.84321,0.078929
0,1,0,0,0,0,0,0.41667,0.47826,-1,0.986,0.38,0.66679,0.19607
0,1,0,0,0,0,0,0.5,0.56522,-1,0.985,0.388,0.44123,0.22714
0,1,0,0,0,0,0,0.58333,0.65217,-1,0.977,0.368,0.20641,0.2575
0,1,0,0,0,0,0,0.66667,0.73913,-1,0.961,0.4,0.03283,0.17143
0,1,0,0,0,0,0,0.75,0.82609,-1,0.944,0.42,0.0088679,0.15143
0,1,0,0,0,0,0,0.83333,0.91304,-1,0.914,0.508,0.0089623,0.23679
0,1,0,0,0,0,0,0.91667,1,-1,0.887,0.636,0.0090566,0.1525
0,0,1,0,0,0,0,1,-1,1,0.868,0.712,0.0092453,0.17036
0,0,1,0,0,0,0,0.91667,-0.91304,1,0.853,0.724,0.0092453,0.16143
0,0,1,0,0,0,0,0.83333,-0.82609,1,0.841,0.74,0.0093396,0.24857
0,0,1,0,0,0,0,0.75,-0.73913,1,0.832,0.748,0.0093396,0.14286
0,0,1,0,0,0,0,0.66667,-0.65217,1,0.826,0.752,0.009434,0.073571
0,0,1,0,0,0,0,0.58333,-0.56522,1,0.817,0.776,0.009434,0.34393
0,0,1,0,0,0,0,0.5,-0.47826,1,0.808,0.8,0.009434,0.36964
0,0,1,0,0,0,0,0.41667,-0.3913,1,0.801,0.82,0.0098113,0.18036
0,0,1,0,0,0,0,0.33333,-0.30435,1,0.797,0.828,0.051226,0.12357
0,0,1,0,0,0,0,0.25,-0.21739,1,0.811,0.828,0.21538,0.19071
0,0,1,0,0,0,0,0.16667,-0.13043,1,0.842,0.736,0.42047,0.27571
0,0,1,0,0,0,0,0.083333,-0.043478,1,0.884,0.584,0.61255,0.095
0,0,1,0,0,0,0,0,0.043478,-1,0.924,0.492,0.77047,0.089286
0,0,1,0,0,0,0,0.083333,0.13043,-1,0.941,0.428,0.86802,0.10393
0,0,1,0,0,0,0,0.16667,0.21739,-1,0.966,0.368,0.91406,0.11571
0,0,1,0,0,0,0,0.25,0.30435,-1,0.98,0.324,0.92141,0.18286
0,0,1,0,0,0,0,0.33333,0.3913,-1,0.988,0.312,0.76396,0.20536
0,0,1,0,0,0,0,0.41667,0.47826,-1,0.995,0.244,0.58811,0.1725
0,0,1,0,0,0,0,0.5,0.56522,-1,0.992,0.3,0.31877,0.26429
0,0,1,0,0,0,0,0.58333,0.65217,-1,0.975,0.372,0.17783,0.34786
0,0,1,0,0,0,0,0.66667,0.73913,-1,0.953,0.424,0.041132,0.28
0,0,1,0,0,0,0,0.75,0.82609,-1,0.925,0.464,0.0089623,0.15179
0,0,1,0,0,0,0,0.83333,0.91304,-1,0.906,0.5,0.0090566,0.19179
0,0,1,0,0,0,0,0.91667,1,-1,0.88,0.564,0.0092453,0.18143
0,0,0,1,0,0,0,1,-1,1,0.865,0.592,0.0092453,0.18571
0,0,0,1,0,0,0,0.91667,-0.91304,1,0.859,0.616,0.0093396,0.1425
0,0,0,1,0,0,0,0.83333,-0.82609,1,0.847,0.632,0.009434,0.088571
0,0,0,1,0,0,0,0.75,-0.73913,1,0.835,0.632,0.009434,0.081786
0,0,0,1,0,0,0,0.66667,-0.65217,1,0.828,0.648,0.009434,0.015714
0,0,0,1,0,0,0,0.58333,-0.56522,1,0.833,0.656,0.0095283,0.0028571
0,0,0,1,0,0,0,0.5,-0.47826,1,0.827,0.668,0.0095283,0.028571
0,0,0,1,0,0,0,0.41667,-0.3913,1,0.807,0.692,0.0098113,0.035714
