0.34343,0.615,0.12273
0.34412,0.6075,0.13295
0.34385,0.6075,0.13295
0.34237,0.6075,0.14318
0.34483,0.6,0.14318
0.3579,0.6,0.14318
0.40807,0.6,0.14318
0.52245,0.63,0.14318
0.57538,0.6675,0.14318
0.59083,0.6675,0.13295
0.58886,0.675,0.13295
0.57795,0.675,0.14318
0.58937,0.675,0.13295
0.59556,0.6675,0.12273
0.58688,0.66,0.12273
0.55426,0.645,0.13295
0.45443,0.63,0.12273
0.40687,0.6075,0.13295
0.38901,0.615,0.12273
0.38973,0.6075,0.13295
0.37161,0.615,0.12273
0.34829,0.6225,0.13295
0.34158,0.63,0.13295
0.33769,0.6225,0.13295
0.3341,0.6225,0.14318
0.33159,0.6225,0.13295
0.32863,0.6225,0.14318
0.32644,0.615,0.14318
0.32604,0.6075,0.15341
0.32643,0.6075,0.15341
0.31918,0.6075,0.16364
0.32534,0.615,0.16364
0.34019,0.6225,0.16364
0.35438,0.63,0.16364
0.35952,0.63,0.16364
0.35686,0.6225,0.16364
0.36449,0.615,0.15341
0.37421,0.615,0.16364
0.37898,0.6075,0.15341
0.37267,0.6225,0.16364
0.35571,0.6225,0.15341
0.34754,0.6075,0.15341
0.34092,0.5925,0.15341
0.34366,0.5925,0.16364
0.34734,0.6,0.15341
0.3232,0.6075,0.16364
0.31531,0.615,0.15341
0.30781,0.615,0.15341
0.30463,0.6075,0.15341
0.30069,0.6075,0.16364
0.29978,0.6,0.15341
0.30059,0.6075,0.16364
0.29897,0.6,0.15341
0.29741,0.6,0.16364
0.28789,0.6,0.16364
0.29158,0.6,0.17386
0.30208,0.615,0.17386
0.32339,0.6,0.17386
0.33405,0.6,0.17386
0.33996,0.5925,0.16364
0.34035,0.5925,0.16364
0.34623,0.6,0.16364
0.35167,0.5925,0.16364
0.35625,0.585,0.16364
0.35153,0.585,0.16364
0.3424,0.5925,0.15341
0.34501,0.5925,0.16364
0.3632,0.585,0.16364
0.36381,0.5925,0.17386
0.35938,0.5925,0.15341
0.34691,0.585,0.17386
0.34156,0.5925,0.16364
0.34717,0.5925,0.15341
0.34619,0.5925,0.16364
0.34266,0.585,0.17386
0.33931,0.585,0.16364
0.33976,0.5775,0.17386
0.36052,0.585,0.17386
0.42403,0.5775,0.17386
0.5379,0.615,0.16364
0.58424,0.645,0.16364
0.58249,0.6,0.12273
0.57394,0.5025,0.12273
0.58814,0.435,0.12273
0.59615,0.4575,0.12273
0.61654,0.5625,0.1125
0.61159,0.555,0.1125
0.59349,0.585,0.1125
0.50318,0.6525,0.1125
0.45244,0.675,0.1125
0.43694,0.6225,0.1125
0.44491,0.6375,0.12273
0.43859,0.645,0.1125
0.41331,0.63,0.1125
0.38222,0.6075,0.12273
0.36388,0.5925,0.12273
0.35342,0.6,0.12273
0.34901,0.5925,0.13295
0.34618,0.585,0.12273
0.34178,0.5775,0.13295
0.34243,0.585,0.13295
0.36117,0.57,0.14318
0.41852,0.5625,0.15341
0.54213,0.5775,0.16364
0.58016,0.6,0.15341
0.60883,0.66,0.15341
0.61149,0.6675,0.12273
0.59986,0.645,0.13295
0.6046,0.6375,0.13295
0.61208,0.6375,0.12273
0.6068,0.6225,0.12273
0.59091,0.615,0.12273
0.5054,0.6225,0.12273
0.44968,0.615,0.13295
0.43975,0.615,0.1125
0.45402,0.6,0.12273
0.43654,0.6,0.12273
0.39619,0.5925,0.13295
0.37884,0.6,0.12273
0.36722,0.615,0.13295
0.35783,0.6225,0.12273
0.35008,0.615,0.13295
